x                    , E_1               , dE/dx_1               , E_2               , dE/dx_2
 0.0                 , 1.8               , 0.07568490321406059   , 1.6               , 0.11192772848096438
 0.01                , 1.7992431509678595, 0.07567383575980444   , 1.5988807227151904, 0.11188056252547296
 0.02                , 1.7984864126102613, 0.07566274256513568   , 1.5977619170899358, 0.1118332625366807
 0.03                , 1.79772978518461  , 0.07565162359612142   , 1.596643584464569 , 0.11178582831972872
 0.04                , 1.7969732689486486, 0.07564047881882824   , 1.5955257261813718, 0.11173825968032475
 0.05                , 1.7962168641604603, 0.07562930819923051   , 1.5944083435845686, 0.11169055642426429
 0.060000000000000005, 1.7954605710784681, 0.07561811170337075   , 1.593291438020326 , 0.11164271835787559
 0.07                , 1.7947043899614343, 0.07560688929723776   , 1.5921750108367472, 0.11159474528780434
 0.08                , 1.793948321068462 , 0.07559564094675077   , 1.591059063383869 , 0.11154663702108504
 0.09                , 1.7931923646589945, 0.07558436661788265   , 1.5899435970136582, 0.11149839336532563
 0.09999999999999999 , 1.7924365209928157, 0.07557306627660672   , 1.588828613080005 , 0.1114500141281536
 0.10999999999999999 , 1.7916807903300496, 0.0755617398887494    , 1.5877141129387233, 0.11140149911786938
 0.11999999999999998 , 1.7909251729311622, 0.07555038742024575   , 1.5866000979475445, 0.11135284814309393
 0.12999999999999998 , 1.7901696690569597, 0.07553900883699283   , 1.5854865694661135, 0.1113040610129545
 0.13999999999999999 , 1.7894142789685898, 0.0755276041048416    , 1.584373528855984 , 0.11125513753688637
 0.15                , 1.7886590029275413, 0.07551617318959698   , 1.583260977480615 , 0.11120607752468242
 0.16                , 1.7879038411956454, 0.07550471605711158   , 1.5821489167053682, 0.11115688078668079
 0.17                , 1.7871487940350743, 0.0754932326731687    , 1.5810373478975013, 0.1111075471336343
 0.18000000000000002 , 1.7863938617083426, 0.07548172300360009   , 1.579926272426165 , 0.11105807637678504
 0.19000000000000003 , 1.7856390444783066, 0.07547018701414454   , 1.578815691662397 , 0.11100846832754648
 0.20000000000000004 , 1.784884342608165 , 0.07545862467056592   , 1.5777056069791215, 0.11095872279813163
 0.21000000000000005 , 1.7841297563614593, 0.07544703593863004   , 1.5765960197511402, 0.11090883960105208
 0.22000000000000006 , 1.783375286002073 , 0.0754354207840013    , 1.5754869313551296, 0.11085881854919079
 0.23000000000000007 , 1.782620931794233 , 0.07542377917241767   , 1.5743783431696377, 0.11080865945599423
 0.24000000000000007 , 1.7818666940025087, 0.07541211106957961   , 1.5732702565750778, 0.11075836213533835
 0.25000000000000006 , 1.781112572891813 , 0.07540041644111799   , 1.5721626729537244, 0.11070792640162803
 0.26000000000000006 , 1.7803585687274017, 0.07538869525274638   , 1.5710555936897082, 0.11065735206968547
 0.2700000000000001  , 1.7796046817748743, 0.07537694747007675   , 1.5699490201690114, 0.1106066389548259
 0.2800000000000001  , 1.7788509123001734, 0.07536517305870766   , 1.568842953779463 , 0.11055578687291133
 0.2900000000000001  , 1.7780972605695864, 0.07535337198431341   , 1.567737395910734 , 0.11050479564009433
 0.3000000000000001  , 1.7773437268497432, 0.0753415442124342    , 1.566632347954333 , 0.11045366507329973
 0.3100000000000001  , 1.776590311407619 , 0.07532968970866195   , 1.5655278113036   , 0.11040239498985051
 0.3200000000000001  , 1.7758370145105322, 0.0753178084385434    , 1.5644237873537015, 0.11035098520764051
 0.3300000000000001  , 1.7750838364261468, 0.07530590036767804   , 1.563320277501625 , 0.11029943554482653
 0.34000000000000014 , 1.77433077742247  , 0.07529396546153846   , 1.5622172831461767, 0.11024774582034032
 0.35000000000000014 , 1.7735778377678546, 0.07528200368565856   , 1.5611148056879733, 0.11019591585367909
 0.36000000000000015 , 1.772825017730998 , 0.07527001500554355   , 1.5600128465294365, 0.11014394546461892
 0.37000000000000016 , 1.7720723175809427, 0.07525799938667847   , 1.5589114070747903, 0.11009183447373155
 0.38000000000000017 , 1.771319737587076 , 0.07524595679455294   , 1.557810488730053 , 0.11003958270197621
 0.3900000000000002  , 1.7705672780191304, 0.07523388719462833   , 1.5567100929030333, 0.10998718997092542
 0.4000000000000002  , 1.769814939147184 , 0.07522179055228778   , 1.555610221003324 , 0.10993465610272218
 0.4100000000000002  , 1.7690627212416612, 0.07520966683302757   , 1.5545108744422969, 0.1098819809200372
 0.4200000000000002  , 1.7683106245733309, 0.07519751600222441   , 1.5534120546330965, 0.10982916424607375
 0.4300000000000002  , 1.7675586494133086, 0.07518533802532726   , 1.5523137629906358, 0.10977620590469879
 0.4400000000000002  , 1.7668067960330553, 0.0751731328676315    , 1.551216000931589 , 0.10972310572032491
 0.45000000000000023 , 1.7660550647043791, 0.07516090049463138   , 1.5501187698743857, 0.10966986351794106
 0.46000000000000024 , 1.7653034556994327, 0.07514864087157493   , 1.5490220712392062, 0.10961647912306852
 0.47000000000000025 , 1.764551969290717 , 0.07513635396385916   , 1.5479259064479756, 0.10956295236206946
 0.48000000000000026 , 1.7638006057510784, 0.07512403973684573   , 1.546830276924355 , 0.10950928306144661
 0.49000000000000027 , 1.76304936535371  , 0.07511169815580092   , 1.5457351840937406, 0.10945547104891158
 0.5000000000000002  , 1.762298248372152 , 0.07509932918601436   , 1.5446406293832515, 0.10940151615225116
 0.5100000000000002  , 1.761547255080292 , 0.07508693279288513   , 1.5435466142217291, 0.10934741820014526
 0.5200000000000002  , 1.7607963857523632, 0.07507450894157182   , 1.5424531400397277, 0.10929317702192036
 0.5300000000000002  , 1.7600456406629474, 0.07506205759741963   , 1.5413602082695084, 0.1092387924475047
 0.5400000000000003  , 1.7592950200869732, 0.07504957872562698   , 1.5402678203450333, 0.10918426430730505
 0.5500000000000003  , 1.758544524299717 , 0.07503707229151164   , 1.5391759777019602, 0.10912959243262557
 0.5600000000000003  , 1.757794153576802 , 0.07502453826023567   , 1.538084681777634 , 0.10907477665523596
 0.5700000000000003  , 1.7570439081941998, 0.07501197659706377   , 1.5369939340110816, 0.10901981680763581
 0.5800000000000003  , 1.756293788428229 , 0.07499938726714771   , 1.5359037358430052, 0.10896471272314119
 0.5900000000000003  , 1.7555437945555576, 0.0749867702357517    , 1.5348140887157737, 0.10890946423531572
 0.6000000000000003  , 1.7547939268532002, 0.07497412546803575   , 1.5337249940734206, 0.1088540711789714
 0.6100000000000003  , 1.7540441855985198, 0.07496145292913341   , 1.5326364533616308, 0.10879853338902158
 0.6200000000000003  , 1.7532945710692285, 0.07494875258420433   , 1.5315484680277405, 0.10874285070161864
 0.6300000000000003  , 1.7525450835433865, 0.07493602439847029   , 1.5304610395207243, 0.10868702295318483
 0.6400000000000003  , 1.7517957232994017, 0.07492326833699547   , 1.5293741692911924, 0.10863104998099964
 0.6500000000000004  , 1.7510464906160317, 0.07491048436491492   , 1.5282878587913824, 0.10857493162315512
 0.6600000000000004  , 1.7502973857723825, 0.07489767244738228   , 1.527202109475151 , 0.10851866771832301
 0.6700000000000004  , 1.7495484090479088, 0.07488483254947284   , 1.5261169227979676, 0.10846225810592065
 0.6800000000000004  , 1.748799560722414 , 0.07487196463628945   , 1.5250323002169084, 0.10840570262617248
 0.6900000000000004  , 1.7480508410760511, 0.07485906867294549   , 1.5239482431906466, 0.1083490011200095
 0.7000000000000004  , 1.7473022503893216, 0.0748461446244667    , 1.5228647531794466, 0.10829215342893989
 0.7100000000000004  , 1.746553788943077 , 0.074833192455943     , 1.5217818316451572, 0.10823515939548965
 0.7200000000000004  , 1.7458054570185175, 0.07482021213239454   , 1.5206994800512024, 0.10817801886277621
 0.7300000000000004  , 1.7450572548971937, 0.07480720361893345   , 1.5196176998625746, 0.10812073167464964
 0.7400000000000004  , 1.7443091828610042, 0.07479416688051232   , 1.518536492545828 , 0.10806329767586498
 0.7500000000000004  , 1.743561241192199 , 0.0747811018822211    , 1.5174558595690693, 0.10800571671189738
 0.7600000000000005  , 1.7428134301733769, 0.07476800858905339   , 1.5163758024019502, 0.10794798862883832
 0.7700000000000005  , 1.7420657500874863, 0.07475488696599628   , 1.515296322515662 , 0.10789011327378827
 0.7800000000000005  , 1.7413182012178263, 0.07474173697806705   , 1.514217421382924 , 0.10783209049472835
 0.7900000000000005  , 1.7405707838480458, 0.07472855859028651   , 1.5131391004779768, 0.10777392014002578
 0.8000000000000005  , 1.739823498262143 , 0.07471535176753256   , 1.5120613612765765, 0.1077156020592473
 0.8100000000000005  , 1.7390763447444677, 0.07470211647490603   , 1.510984205255984 , 0.1076571361026382
 0.8200000000000005  , 1.7383293235797186, 0.07468885267730123   , 1.5099076338949577, 0.10759852212121224
 0.8300000000000005  , 1.7375824350529456, 0.07467556033964347   , 1.5088316486737456, 0.1075397599669276
 0.8400000000000005  , 1.7368356794495492, 0.07466223942696348   , 1.5077562510740763, 0.1074808494924122
 0.8500000000000005  , 1.7360890570552796, 0.07464888990413057   , 1.5066814425791522, 0.10742179055136715
 0.8600000000000005  , 1.7353425681562382, 0.07463551173605491   , 1.5056072246736385, 0.10736258299809182
 0.8700000000000006  , 1.7345962130388777, 0.07462210488776291   , 1.5045335988436577, 0.10730322668791742
 0.8800000000000006  , 1.7338499919900001, 0.07460866932405377   , 1.5034605665767784, 0.1072437214770731
 0.8900000000000006  , 1.7331039052967596, 0.07459520500994565   , 1.5023881293620076, 0.10718406722240578
 0.9000000000000006  , 1.7323579532466602, 0.07458171191025684   , 1.5013162886897835, 0.10712426378193285
 0.9100000000000006  , 1.7316121361275576, 0.07456818998993252   , 1.500245046051964 , 0.10706431101439055
 0.9200000000000006  , 1.7308664542276582, 0.07455463921382989   , 1.4991744029418201, 0.10700420877941295
 0.9300000000000006  , 1.73012090783552  , 0.07454105954686835   , 1.498104360854026 , 0.10694395693751076
 0.9400000000000006  , 1.7293754972400512, 0.07452745095386015   , 1.497034921284651 , 0.10688355535037085
 0.9500000000000006  , 1.7286302227305126, 0.07451381339974661   , 1.4959660857311472, 0.10682300388010525
 0.9600000000000006  , 1.727885084596515 , 0.07450014684930503   , 1.4948978556923462, 0.10676230239013398
 0.9700000000000006  , 1.727140083128022 , 0.07448645126746156   , 1.493830232668445 , 0.10670145074469695
 0.9800000000000006  , 1.7263952186153473, 0.07447272661905432   , 1.492763218160998 , 0.10664044880891918
 0.9900000000000007  , 1.7256504913491568, 0.07445897286894755   , 1.4916968136729087, 0.10657929644875815
 1.0000000000000007  , 1.7249059016204673, 0.07444518998189792   , 1.4906310207084212, 0.10651799353151664
 1.0100000000000007  , 1.7241614497206483, 0.0744313779228609    , 1.489565840773106 , 0.10645653992507914
 1.0200000000000007  , 1.7234171359414197, 0.07441753665657927   , 1.4885012753738553, 0.10639493549824384
 1.0300000000000007  , 1.7226729605748539, 0.07440366614788015   , 1.487437326018873 , 0.10633318012130102
 1.0400000000000007  , 1.721928923913375 , 0.07438976636165673   , 1.48637399421766  , 0.10627127366475184
 1.0500000000000007  , 1.7211850262497586, 0.07437583726262698   , 1.4853112814810123, 0.10620921600075638
 1.0600000000000007  , 1.7204412678771324, 0.07436187881568164   , 1.4842491893210048, 0.10614700700202949
 1.0700000000000007  , 1.7196976490889755, 0.07434789098558452   , 1.4831877192509846, 0.10608464654263294
 1.0800000000000007  , 1.7189541701791196, 0.07433387373714698   , 1.4821268727855583, 0.10602213449716448
 1.0900000000000007  , 1.7182108314417481, 0.07431982703517974   , 1.4810666514405866, 0.10595947074170811
 1.1000000000000008  , 1.7174676331713963, 0.07430575084446389   , 1.4800070567331696, 0.10589665515323449
 1.1100000000000008  , 1.7167245756629517, 0.07429164512982901   , 1.4789480901816372, 0.10583368760954551
 1.1200000000000008  , 1.7159816592116535, 0.07427750985603605   , 1.4778897533055417, 0.10577056798968101
 1.1300000000000008  , 1.715238884113093 , 0.07426334498782608   , 1.476832047625645 , 0.10570729617368207
 1.1400000000000008  , 1.7144962506632146, 0.07424915049008841   , 1.4757749746639082, 0.10564387204241146
 1.1500000000000008  , 1.7137537591583138, 0.07423492632747573   , 1.474718535943484 , 0.10558029547830686
 1.1600000000000008  , 1.713011409895039 , 0.07422067246490875   , 1.4736627329887009, 0.10551656636430233
 1.1700000000000008  , 1.7122692031703899, 0.07420638886704113   , 1.4726075673250578, 0.10545268458483133
 1.1800000000000008  , 1.7115271392817195, 0.07419207549870632   , 1.4715530404792094, 0.1053886500251806
 1.1900000000000008  , 1.7107852185267325, 0.0741777323246595    , 1.4704991539789576, 0.10532446257171613
 1.2000000000000008  , 1.710043441203486 , 0.0741633593096571    , 1.4694459093532404, 0.10526012211185914
 1.2100000000000009  , 1.7093018076103894, 0.07414895641853754   , 1.4683933081321219, 0.10519562853437964
 1.2200000000000009  , 1.7085603180462041, 0.07413452361599045   , 1.4673413518467782, 0.1051309817290263
 1.2300000000000009  , 1.7078189728100441, 0.07412006086679777   , 1.466290042029488 , 0.10506618158662841
 1.2400000000000009  , 1.7070777722013761, 0.07410556813573371   , 1.4652393802136217, 0.1050012279991037
 1.2500000000000009  , 1.7063367165200187, 0.07409104538760543   , 1.4641893679336306, 0.10493612085949808
 1.260000000000001   , 1.7055958060661427, 0.07407649258709079   , 1.4631400067250357, 0.10487086006221968
 1.270000000000001   , 1.7048550411402719, 0.07406190969898196   , 1.4620912981244136, 0.10480544550240385
 1.280000000000001   , 1.704114422043282 , 0.07404729668810506   , 1.4610432436693896, 0.10473987707692038
 1.290000000000001   , 1.703373949076401 , 0.07403265351917737   , 1.4599958448986203, 0.10467415468328489
 1.300000000000001   , 1.7026336225412093, 0.07401798015691914   , 1.4589491033517874, 0.10460827822031199
 1.310000000000001   , 1.7018934427396402, 0.0740032765661671    , 1.4579030205695842, 0.10454224758799442
 1.320000000000001   , 1.7011534099739785, 0.07398854271162851   , 1.4568575980937042, 0.1044760626878726
 1.330000000000001   , 1.7004135245468621, 0.07397377855808644   , 1.4558128374668255, 0.10440972342216005
 1.340000000000001   , 1.6996737867612812, 0.0739589840703388    , 1.454768740232604 , 0.10434322969453622
 1.350000000000001   , 1.6989341969205778, 0.07394415921310521   , 1.4537253079356587, 0.10427658140982776
 1.360000000000001   , 1.6981947553284467, 0.07392930395117207   , 1.4526825421215603, 0.10420977847408276
 1.370000000000001   , 1.6974554622889348, 0.07391441824933072   , 1.4516404443368196, 0.10414282079461243
 1.380000000000001   , 1.6967163181064415, 0.07389950207236748   , 1.4505990161288735, 0.10407570827980024
 1.390000000000001   , 1.6959773230857178, 0.07388455538499024   , 1.4495582590460756, 0.10400844083960989
 1.400000000000001   , 1.6952384775318678, 0.07386957815197498   , 1.4485181746376794, 0.10394101838486063
 1.410000000000001   , 1.694499781750348 , 0.07385457033815589   , 1.4474787644538307, 0.10387344082803826
 1.420000000000001   , 1.6937612360469665, 0.07383953190829992   , 1.4464400300455504, 0.10380570808229646
 1.430000000000001   , 1.6930228407278836, 0.07382446282719063   , 1.4454019729647274, 0.10373782006284561
 1.440000000000001   , 1.6922845960996116, 0.07380936305957568   , 1.4443645947640988, 0.10366977668537615
 1.450000000000001   , 1.6915465024690157, 0.0737942325703044    , 1.4433278969972452, 0.10360157786738464
 1.460000000000001   , 1.6908085601433127, 0.0737790713241593    , 1.4422918812185714, 0.10353322352747235
 1.470000000000001   , 1.6900707694300712, 0.07376387928590825   , 1.4412565489832967, 0.10346471358579663
 1.480000000000001   , 1.6893331306372121, 0.07374865642036912   , 1.4402219018474387, 0.1033960479634994
 1.490000000000001   , 1.6885956440730086, 0.07373340269232444   , 1.4391879413678037, 0.10332722658302078
 1.500000000000001   , 1.6878583100460853, 0.07371811806657519   , 1.4381546691019735, 0.1032582493682813
 1.5100000000000011  , 1.6871211288654195, 0.07370280250800533   , 1.4371220866082908, 0.10318911624472708
 1.5200000000000011  , 1.6863841008403395, 0.07368745598140006   , 1.4360901954458436, 0.10311982713885456
 1.5300000000000011  , 1.6856472262805255, 0.07367207845153088   , 1.435058997174455 , 0.1030503819784596
 1.5400000000000011  , 1.6849105054960103, 0.07365666988330757   , 1.4340284933546703, 0.10298078069289013
 1.5500000000000012  , 1.6841739387971773, 0.07364123024149745   , 1.4329986855477415, 0.10291102321288279
 1.5600000000000012  , 1.6834375264947623, 0.0736257594909961    , 1.4319695753156125, 0.10284110947043104
 1.5700000000000012  , 1.6827012688998524, 0.07361025759662164   , 1.4309411642209082, 0.10277103939889846
 1.5800000000000012  , 1.6819651663238862, 0.07359472452323434   , 1.4299134538269191, 0.10270081293306292
 1.5900000000000012  , 1.6812292190786537, 0.07357916023567142   , 1.4288864456975885, 0.10263043000919678
 1.6000000000000012  , 1.680493427476297 , 0.07356356469880194   , 1.4278601413974965, 0.10255989056493506
 1.6100000000000012  , 1.679757791829309 , 0.07354793787756032   , 1.4268345424918472, 0.10248919453906913
 1.6200000000000012  , 1.6790223124505335, 0.07353227973673761   , 1.4258096505464564, 0.10241834187234038
 1.6300000000000012  , 1.678286989653166 , 0.07351659024125638   , 1.424785467127733 , 0.10234733250637891
